"日付","終値","始値","高値","安値","出来高","変化率 %"
"2018-12-05","418,970","441,161","442,599","416,350","12.91K","-5.03%"
"2018-12-06","389,259","418,970","433,590","386,630","18.85K","-7.09%"
"2018-12-07","381,291","389,475","398,965","361,927","22.98K","-2.05%"
"2018-12-08","383,960","381,291","393,000","366,150","11.37K","0.70%"
"2018-12-09","398,070","384,099","411,580","381,030","9.66K","3.67%"
"2018-12-10","387,445","398,070","404,990","384,001","7.96K","-2.67%"
"2018-12-11","380,145","387,445","388,299","374,100","8.32K","-1.88%"
"2018-12-12","388,669","380,145","394,951","377,310","9.09K","2.24%"
"2018-12-13","371,234","388,669","389,510","366,720","8.81K","-4.49%"
"2018-12-14","362,244","371,496","373,577","355,800","9.32K","-2.42%"
"2018-12-15","360,451","362,244","365,999","354,350","4.63K","-0.49%"
"2018-12-16","362,693","360,040","369,836","360,040","3.64K","0.62%"
"2018-12-17","394,477","362,693","404,170","361,999","13.89K","8.76%"
"2018-12-18","412,597","394,427","414,000","385,568","10.36K","4.59%"
"2018-12-19","413,390","412,597","441,499","408,328","18.33K","0.19%"
"2018-12-20","453,368","413,390","464,794","411,229","24.59K","9.67%"
"2018-12-21","426,956","453,368","462,500","419,663","18.55K","-5.83%"
"2018-12-22","442,870","427,515","445,905","421,661","7.07K","3.73%"
"2018-12-23","438,405","442,925","450,506","434,000","9.34K","-1.01%"
"2018-12-24","445,237","438,405","469,796","438,300","12.79K","1.56%"
"2018-12-25","417,999","445,238","446,064","405,021","16.14K","-6.12%"
"2018-12-26","424,047","417,999","428,129","408,000","10.27K","1.45%"
"2018-12-27","399,400","424,047","426,000","396,825","9.17K","-5.81%"
"2018-12-28","429,351","399,400","433,523","396,498","9.22K","7.50%"
"2018-12-29","413,249","429,345","434,000","408,947","5.58K","-3.75%"
"2018-12-30","423,421","413,249","426,000","408,806","7.11K","2.46%"
"2018-12-31","406,995","423,500","424,200","402,000","6.65K","-3.88%"
"2019-01-01","419,299","406,545","420,480","401,170","3.68K","3.02%"
"2019-01-02","417,760","419,300","424,999","410,860","7.18K","-0.37%"
"2019-01-03","408,800","417,760","419,494","406,885","4.34K","-2.14%"
"2019-01-04","414,604","408,800","418,000","405,000","6.55K","1.42%"
"2019-01-05","412,408","414,129","419,000","410,355","3.71K","-0.53%"
"2019-01-06","438,294","412,408","442,300","410,001","6.02K","6.28%"
"2019-01-07","434,499","438,294","440,866","429,230","6.19K","-0.87%"
"2019-01-08","434,938","434,499","445,687","429,490","6.28K","0.10%"
"2019-01-09","433,332","434,938","439,640","431,650","5.46K","-0.37%"
"2019-01-10","393,876","433,332","435,399","389,358","9.92K","-9.11%"
"2019-01-11","395,305","393,876","401,430","390,000","6.20K","0.36%"
"2019-01-12","393,909","395,300","397,460","390,900","2.13K","-0.35%"
"2019-01-13","381,873","393,916","396,500","380,000","3.19K","-3.06%"
"2019-01-14","397,000","382,314","402,580","381,500","4.59K","3.96%"
"2019-01-15","390,100","397,000","399,733","386,501","4.74K","-1.74%"
"2019-01-16","394,024","389,848","398,391","385,350","4.22K","1.01%"
"2019-01-17","397,252","394,024","399,310","387,500","4.73K","0.82%"
"2019-01-18","396,762","397,252","398,413","393,005","3.12K","-0.12%"
"2019-01-19","404,771","396,762","412,000","396,289","2.99K","2.02%"
"2019-01-20","388,607","404,771","407,000","384,633","3.68K","-3.99%"
"2019-01-21","387,778","388,607","390,836","383,690","3.24K","-0.21%"
"2019-01-22","391,060","387,778","393,570","376,600","5.59K","0.85%"
"2019-01-23","389,000","391,000","396,999","385,500","4.94K","-0.53%"
"2019-01-24","391,350","389,000","393,413","386,487","4.07K","0.60%"
"2019-01-25","389,999","391,350","392,796","383,641","4.51K","-0.35%"
"2019-01-26","389,483","390,359","396,210","387,600","3.11K","-0.13%"
"2019-01-27","386,442","389,483","390,000","380,920","2.74K","-0.78%"
"2019-01-28","374,884","386,442","386,775","369,011","7.84K","-2.99%"
"2019-01-29","371,160","374,884","375,899","365,160","6.24K","-0.99%"
"2019-01-30","373,707","371,160","378,000","365,940","5.66K","0.69%"
"2019-01-31","370,400","373,707","376,204","367,390","5.50K","-0.88%"
"2019-02-01","375,637","370,400","377,519","367,090","3.76K","1.41%"
"2019-02-02","378,887","375,637","381,000","372,510","2.22K","0.87%"
"2019-02-03","373,695","378,887","379,616","370,650","1.95K","-1.37%"
"2019-02-04","374,521","373,695","376,713","372,340","2.15K","0.22%"
"2019-02-05","376,402","374,521","377,310","373,050","2.04K","0.50%"
"2019-02-06","369,749","376,402","377,771","366,510","3.57K","-1.77%"
"2019-02-07","368,506","369,749","371,000","367,800","2.64K","-0.34%"
"2019-02-08","396,319","368,506","405,999","366,500","7.35K","7.55%"
"2019-02-09","395,754","396,319","397,733","392,297","2.55K","-0.14%"
"2019-02-10","398,468","395,754","398,930","391,000","2.15K","0.69%"
"2019-02-11","394,797","398,468","399,000","392,860","2.97K","-0.92%"
"2019-02-12","395,085","394,999","397,895","390,899","4.01K","0.07%"
"2019-02-13","395,099","395,085","398,333","393,109","3.91K","0.00%"
"2019-02-14","392,999","395,099","397,100","392,701","3.54K","-0.53%"
"2019-02-15","393,923","392,999","398,000","391,250","3.87K","0.24%"
"2019-02-16","395,229","393,923","397,985","393,701","1.53K","0.33%"
"2019-02-17","400,000","395,229","402,060","392,900","3.36K","1.21%"
"2019-02-18","427,531","400,000","433,000","399,000","8.91K","6.88%"
"2019-02-19","429,982","427,531","439,260","424,211","6.98K","0.57%"
"2019-02-20","435,816","429,902","437,500","427,187","3.78K","1.36%"
"2019-02-21","432,185","435,816","440,500","428,530","4.43K","-0.83%"
"2019-02-22","435,789","432,185","437,111","430,501","3.70K","0.83%"
"2019-02-23","453,900","435,789","459,000","432,074","3.96K","4.16%"
"2019-02-24","413,712","453,900","462,596","405,195","9.07K","-8.85%"
"2019-02-25","423,575","413,712","428,824","412,991","5.63K","2.38%"
"2019-02-26","419,629","423,575","424,316","416,000","4.00K","-0.93%"
"2019-02-27","421,267","419,629","423,460","408,087","4.87K","0.39%"
"2019-02-28","422,865","421,267","432,250","418,110","6.54K","0.38%"
"2019-03-01","425,943","422,865","429,894","422,615","3.07K","0.73%"
"2019-03-02","426,039","425,943","427,267","421,000","1.48K","0.02%"
"2019-03-03","423,661","426,039","427,000","421,500","1.70K","-0.56%"
"2019-03-04","413,871","423,661","425,800","410,625","4.12K","-2.31%"
"2019-03-05","429,450","413,871","432,525","413,203","4.44K","3.76%"
"2019-03-06","429,848","429,450","434,460","425,103","3.17K","0.09%"
"2019-03-07","430,100","429,848","434,300","427,891","3.40K","0.06%"
"2019-03-08","427,484","430,100","433,560","420,427","3.36K","-0.61%"
"2019-03-09","435,287","427,484","437,980","426,700","2.73K","1.83%"
"2019-03-10","433,206","435,287","435,287","430,000","1.79K","-0.48%"
"2019-03-11","428,795","433,206","434,144","425,600","4.30K","-1.02%"
"2019-03-12","429,580","428,795","431,300","423,560","2.67K","0.18%"
"2019-03-13","428,300","429,580","430,861","426,000","2.46K","-0.30%"
"2019-03-14","430,167","428,300","434,389","423,000","3.07K","0.44%"
"2019-03-15","434,178","430,167","435,042","429,509","2.52K","0.93%"
"2019-03-16","443,635","434,178","448,820","434,027","3.60K","2.18%"
"2019-03-17","441,454","443,635","443,988","438,200","1.62K","-0.49%"
"2019-03-18","442,176","441,450","446,800","438,530","3.15K","0.16%"
"2019-03-19","445,064","442,176","446,000","438,762","2.54K","0.65%"
"2019-03-20","445,814","445,064","447,465","442,000","2.89K","0.17%"
"2019-03-21","440,825","445,814","447,000","435,981","3.10K","-1.12%"
"2019-03-22","438,504","440,825","441,633","437,500","2.16K","-0.53%"
"2019-03-23","438,500","438,504","440,314","435,778","1.47K","0.00%"
"2019-03-24","436,971","438,303","438,500","434,000","1.34K","-0.35%"
"2019-03-25","429,928","436,971","438,183","426,000","3.25K","-1.61%"
"2019-03-26","433,151","429,928","433,449","428,610","2.48K","0.75%"
"2019-03-27","444,477","433,151","444,995","432,086","3.03K","2.61%"
"2019-03-28","443,222","444,477","444,477","440,000","1.82K","-0.28%"
"2019-03-29","452,501","443,222","453,623","443,000","3.30K","2.09%"
"2019-03-30","453,000","452,501","458,000","447,690","1.71K","0.11%"
"2019-03-31","453,417","453,000","454,599","451,284","1.13K","0.09%"
"2019-04-01","460,500","453,417","461,498","450,000","3.55K","1.56%"
"2019-04-02","545,469","460,500","570,012","459,980","14.73K","18.45%"
"2019-04-03","555,300","545,469","596,490","538,315","16.91K","1.80%"
"2019-04-04","548,000","555,300","566,499","534,204","8.10K","-1.31%"
"2019-04-05","562,532","548,000","565,040","546,008","4.51K","2.65%"
"2019-04-06","563,489","562,532","584,250","548,690","4.85K","0.17%"
"2019-04-07","579,725","563,489","587,330","562,001","5.35K","2.88%"
"2019-04-08","588,520","579,725","595,950","572,500","8.09K","1.52%"
"2019-04-09","576,941","588,520","589,040","573,000","5.04K","-1.97%"
"2019-04-10","591,143","576,703","608,702","574,000","7.20K","2.46%"
"2019-04-11","564,000","591,143","593,943","555,492","6.50K","-4.59%"
"2019-04-12","569,500","564,000","572,696","548,035","5.09K","0.98%"
"2019-04-13","568,149","569,500","574,000","564,940","1.48K","-0.24%"
"2019-04-14","577,520","568,149","580,150","563,268","1.88K","1.65%"
"2019-04-15","563,693","577,750","580,000","555,350","3.84K","-2.39%"
"2019-04-16","582,001","563,500","586,000","561,995","4.88K","3.25%"
"2019-04-17","584,418","581,653","589,729","579,450","3.59K","0.42%"
"2019-04-18","591,395","584,418","594,498","584,099","3.27K","1.19%"
"2019-04-19","591,375","591,395","597,500","582,885","3.24K","0.00%"
"2019-04-20","595,646","591,437","599,991","589,390","2.35K","0.72%"
"2019-04-21","594,101","595,646","598,232","585,592","2.56K","-0.26%"
"2019-04-22","603,102","594,101","605,900","590,000","4.17K","1.52%"
"2019-04-23","619,737","603,102","631,880","600,299","5.48K","2.76%"
"2019-04-24","611,480","619,737","629,350","604,666","5.45K","-1.33%"
"2019-04-25","579,000","611,479","616,448","560,010","7.07K","-5.31%"
"2019-04-26","579,700","579,000","596,000","567,910","7.17K","0.12%"
"2019-04-27","579,990","579,700","584,299","573,755","2.38K","0.05%"
"2019-04-28","579,000","579,990","585,500","575,000","2.19K","-0.17%"
"2019-04-29","577,863","579,000","583,299","573,000","2.74K","-0.20%"
"2019-04-30","587,393","577,863","589,668","575,345","2.82K","1.65%"
"2019-05-01","593,000","587,393","595,050","587,013","2.95K","0.95%"
"2019-05-02","601,458","593,000","604,659","591,364","2.77K","1.43%"
"2019-05-03","627,765","601,458","644,899","599,300","7.20K","4.37%"
"2019-05-04","640,362","628,128","644,960","613,001","5.09K","2.01%"
"2019-05-05","632,870","640,290","640,455","625,701","3.09K","-1.17%"
"2019-05-06","629,700","632,873","636,781","616,000","4.21K","-0.50%"
"2019-05-07","635,000","629,700","659,550","629,465","7.33K","0.84%"
"2019-05-08","653,899","636,280","657,800","630,000","4.94K","2.98%"
"2019-05-09","674,664","653,899","677,195","652,776","5.54K","3.18%"
"2019-05-10","698,820","674,662","705,195","671,306","7.48K","3.58%"
"2019-05-11","798,000","698,820","880,000","698,816","13.56K","14.19%"
"2019-05-12","766,297","797,450","838,429","742,991","17.38K","-3.97%"
"2019-05-13","855,542","766,000","890,131","755,210","16.50K","11.65%"
"2019-05-14","877,000","854,062","915,000","837,450","16.16K","2.51%"
"2019-05-15","897,006","877,000","906,002","863,005","11.16K","2.28%"
"2019-05-16","867,106","897,002","916,900","850,000","10.64K","-3.33%"
"2019-05-17","811,041","867,106","872,500","737,859","13.68K","-6.47%"
"2019-05-18","801,006","813,262","822,076","796,770","5.18K","-1.24%"
"2019-05-19","899,774","801,006","909,850","800,655","11.75K","12.33%"
"2019-05-20","878,650","899,120","900,135","835,500","10.12K","-2.35%"
"2019-05-21","879,734","878,650","894,338","864,950","5.95K","0.12%"
"2019-05-22","844,000","879,495","885,900","833,000","6.29K","-4.06%"
"2019-05-23","863,494","844,000","874,517","826,000","6.27K","2.31%"
"2019-05-24","874,415","863,494","892,825","856,000","6.14K","1.26%"
"2019-05-25","883,875","874,415","888,888","870,100","3.41K","1.08%"
"2019-05-26","953,475","883,875","954,250","867,000","7.53K","7.87%"
"2019-05-27","960,100","953,474","975,000","946,002","8.05K","0.69%"
"2019-05-28","952,867","960,100","964,500","938,500","4.67K","-0.75%"
"2019-05-29","948,273","952,867","955,736","923,389","5.40K","-0.48%"
"2019-05-30","907,386","948,273","990,246","880,878","10.63K","-4.31%"
"2019-05-31","928,180","907,386","931,359","889,906","7.48K","2.29%"
"2019-06-01","925,022","928,000","932,475","916,000","3.52K","-0.34%"
"2019-06-02","946,500","925,022","954,515","924,021","4.51K","2.32%"
"2019-06-03","879,237","946,500","947,472","875,000","6.92K","-7.11%"
"2019-06-04","831,424","878,998","880,234","807,269","12.76K","-5.44%"
"2019-06-05","844,971","831,423","857,689","821,574","8.64K","1.63%"
"2019-06-06","846,012","844,971","853,300","810,055","5.54K","0.12%"
"2019-06-07","867,670","846,482","881,196","840,260","5.60K","2.56%"
"2019-06-08","860,954","867,670","873,200","845,500","3.15K","-0.77%"
"2019-06-09","833,600","860,954","864,500","821,194","4.71K","-3.18%"
"2019-06-10","870,015","833,500","877,099","819,776","6.71K","4.37%"
"2019-06-11","860,725","870,015","873,713","840,000","4.43K","-1.07%"
"2019-06-12","886,889","860,725","897,000","851,679","5.53K","3.04%"
"2019-06-13","893,750","886,889","905,000","875,000","4.03K","0.77%"
"2019-06-14","944,847","893,750","946,711","888,022","5.65K","5.72%"
"2019-06-15","959,450","944,847","962,000","935,265","4.81K","1.55%"
"2019-06-16","977,299","959,400","1,018,297","953,001","11.24K","1.86%"
"2019-06-17","1,013,696","977,299","1,025,500","976,280","8.13K","3.72%"
"2019-06-18","986,025","1,013,696","1,015,370","970,500","6.03K","-2.73%"
"2019-06-19","1,002,024","986,025","1,005,000","982,000","3.59K","1.62%"
"2019-06-20","1,023,420","1,002,171","1,030,000","994,443","4.99K","2.14%"
"2019-06-21","1,095,000","1,023,420","1,097,290","1,023,420","8.20K","6.99%"
"2019-06-22","1,145,500","1,095,000","1,199,999","1,083,000","15.98K","4.61%"
"2019-06-23","1,163,505","1,145,500","1,199,432","1,127,222","7.91K","1.57%"
"2019-06-24","1,180,700","1,163,067","1,187,227","1,131,280","7.02K","1.48%"
"2019-06-25","1,262,333","1,180,798","1,264,000","1,180,582","11.21K","6.91%"
"2019-06-26","1,399,251","1,262,333","1,495,427","1,252,500","24.34K","10.85%"
"2019-06-27","1,221,271","1,399,265","1,437,550","1,118,000","25.78K","-12.72%"
"2019-06-28","1,342,710","1,221,271","1,347,776","1,170,579","17.20K","9.94%"
"2019-06-29","1,290,768","1,342,710","1,344,000","1,241,052","11.79K","-3.87%"
"2019-06-30","1,172,840","1,290,768","1,322,000","1,164,650","10.74K","-9.14%"
"2019-07-01","1,156,299","1,172,850","1,220,000","1,090,107","15.26K","-1.41%"
"2019-07-02","1,173,500","1,156,305","1,181,640","1,050,000","16.52K","1.49%"
"2019-07-03","1,291,931","1,174,473","1,295,206","1,173,244","16.69K","10.09%"
"2019-07-04","1,206,000","1,291,931","1,298,542","1,195,000","10.21K","-6.65%"
"2019-07-05","1,198,483","1,206,000","1,244,110","1,170,689","9.91K","-0.62%"
"2019-07-06","1,223,944","1,197,650","1,269,999","1,196,908","7.29K","2.12%"
"2019-07-07","1,246,467","1,223,944","1,259,820","1,208,493","5.59K","1.84%"
"2019-07-08","1,335,843","1,246,467","1,347,921","1,230,000","8.22K","7.17%"
"2019-07-09","1,370,000","1,335,844","1,390,000","1,315,899","10.84K","2.56%"
"2019-07-10","1,313,605","1,368,888","1,430,000","1,255,046","16.06K","-4.12%"
