"日付","終値","始値","高値","安値","出来高","変化率 %"
"2024-05-17","10,443,039","10,163,061","10,483,050","10,150,877","1.54K","2.75%"
"2024-05-18","10,432,839","10,439,236","10,482,000","10,378,000","0.70K","-0.10%"
"2024-05-19","10,341,445","10,432,797","10,534,770","10,270,500","0.88K","-0.88%"
"2024-05-20","11,147,107","10,341,443","11,161,101","10,324,513","1.88K","7.79%"
"2024-05-21","10,968,060","11,147,107","11,200,000","10,800,500","1.49K","-1.61%"
"2024-05-22","10,857,009","10,968,060","11,050,792","10,836,819","0.95K","-1.01%"
"2024-05-23","10,689,043","10,857,009","10,980,000","10,436,963","1.35K","-1.55%"
"2024-05-24","10,737,218","10,689,043","10,865,943","10,480,102","1.14K","0.45%"
"2024-05-25","10,881,484","10,741,535","10,919,998","10,733,166","0.53K","1.34%"
"2024-05-26","10,747,943","10,881,484","10,897,557","10,708,257","0.64K","-1.23%"
"2024-05-27","10,897,029","10,747,943","11,081,800","10,725,000","0.96K","1.39%"
"2024-05-28","10,758,000","10,897,029","10,924,520","10,594,231","1.29K","-1.28%"
"2024-05-29","10,674,000","10,757,997","10,854,633","10,611,112","0.91K","-0.78%"
"2024-05-30","10,740,530","10,674,000","10,894,581","10,570,682","1.03K","0.62%"
"2024-05-31","10,642,811","10,740,530","10,840,000","10,500,010","1.23K","-0.91%"
"2024-06-01","10,664,646","10,642,155","10,686,995","10,615,646","0.23K","0.21%"
"2024-06-02","10,658,890","10,664,646","10,753,000","10,600,001","0.47K","-0.05%"
"2024-06-03","10,761,335","10,658,890","11,005,800","10,645,046","1.41K","0.96%"
"2024-06-04","10,935,000","10,761,335","10,990,000","10,682,350","1.20K","1.61%"
"2024-06-05","11,098,616","10,935,000","11,198,947","10,935,000","1.29K","1.50%"
"2024-06-06","11,046,503","11,098,616","11,179,997","10,940,746","0.81K","-0.47%"
"2024-06-07","10,929,823","11,037,833","11,242,286","10,767,530","1.59K","-1.06%"
"2024-06-08","10,899,737","10,929,823","10,941,203","10,888,184","0.32K","-0.28%"
"2024-06-09","10,932,670","10,899,493","10,956,368","10,850,000","0.31K","0.30%"
"2024-06-10","10,944,373","10,932,670","11,011,192","10,882,631","0.57K","0.11%"
"2024-06-11","10,618,165","10,944,373","10,958,000","10,419,159","1.82K","-2.98%"
"2024-06-12","10,730,709","10,618,000","10,924,520","10,543,331","1.53K","1.06%"
"2024-06-13","10,516,611","10,730,709","10,747,610","10,412,670","1.15K","-2.00%"
"2024-06-14","10,405,492","10,516,611","10,637,493","10,234,450","1.44K","-1.06%"
"2024-06-15","10,429,274","10,405,492","10,469,114","10,380,000","0.35K","0.23%"
"2024-06-16","10,519,831","10,429,274","10,557,023","10,405,965","0.28K","0.87%"
"2024-06-17","10,499,132","10,519,831","10,620,000","10,296,561","0.90K","-0.20%"
"2024-06-18","10,292,731","10,499,049","10,507,641","10,136,893","1.46K","-1.97%"
"2024-06-19","10,284,994","10,292,731","10,400,000","10,243,200","0.80K","-0.08%"
"2024-06-20","10,328,515","10,284,994","10,538,385","10,267,481","1.09K","0.42%"
"2024-06-21","10,254,004","10,328,515","10,355,947","10,100,000","0.99K","-0.72%"
"2024-06-22","10,284,188","10,254,004","10,314,604","10,224,704","0.14K","0.29%"
"2024-06-23","10,126,429","10,284,188","10,314,200","10,119,800","0.31K","-1.53%"
"2024-06-24","9,644,706","10,126,785","10,145,228","9,351,398","2.13K","-4.76%"
"2024-06-25","9,886,249","9,644,702","9,946,181","9,625,712","1.17K","2.50%"
"2024-06-26","9,788,820","9,885,732","9,999,500","9,778,823","0.99K","-0.99%"
"2024-06-27","9,919,140","9,788,820","10,021,466","9,740,998","0.87K","1.33%"
"2024-06-28","9,732,520","9,919,140","10,046,476","9,671,749","1.13K","-1.88%"
"2024-06-29","9,823,684","9,732,520","9,862,640","9,726,707","0.26K","0.94%"
"2024-06-30","10,102,372","9,823,684","10,129,014","9,770,048","0.64K","2.84%"
"2024-07-01","10,163,457","10,102,372","10,309,403","10,070,372","0.90K","0.60%"
"2024-07-02","10,037,324","10,163,457","10,235,888","9,989,521","0.79K","-1.24%"
"2024-07-03","9,737,259","10,037,324","10,064,888","9,616,390","1.66K","-2.99%"
"2024-07-04","9,219,590","9,737,259","9,779,436","9,154,994","2.01K","-5.32%"
"2024-07-05","9,129,741","9,219,591","9,274,745","8,625,399","2.79K","-0.97%"
"2024-07-06","9,394,021","9,129,741","9,427,383","9,016,731","0.85K","2.89%"
"2024-07-07","8,982,000","9,394,021","9,413,514","8,956,000","1.07K","-4.39%"
"2024-07-08","9,132,883","8,981,998","9,396,294","8,727,949","2.20K","1.68%"
"2024-07-09","9,376,942","9,132,883","9,404,926","9,067,195","1.35K","2.67%"
"2024-07-10","9,342,319","9,376,942","9,613,533","9,246,456","1.37K","-0.37%"
"2024-07-11","9,089,342","9,342,319","9,580,000","9,055,555","1.78K","-2.71%"
"2024-07-12","9,160,036","9,091,322","9,254,919","9,013,359","1.28K","0.78%"
"2024-07-13","9,359,801","9,160,036","9,460,765","9,138,343","0.63K","2.18%"
"2024-07-14","9,635,398","9,359,801","9,712,642","9,359,801","1.02K","2.94%"
"2024-07-15","10,237,620","9,635,398","10,260,000","9,613,763","1.70K","6.25%"
"2024-07-16","10,294,192","10,237,570","10,330,000","9,889,905","2.21K","0.55%"
"2024-07-17","9,980,003","10,294,192","10,477,865","9,978,074","1.65K","-3.05%"
"2024-07-18","10,074,861","9,979,081","10,193,972","9,950,500","1.30K","0.95%"
"2024-07-19","10,479,830","10,074,861","10,588,888","9,950,000","1.69K","4.02%"
"2024-07-20","10,567,845","10,479,830","10,624,325","10,406,027","0.68K","0.84%"
"2024-07-21","10,728,971","10,567,845","10,767,318","10,380,000","1.01K","1.52%"
"2024-07-22","10,614,343","10,731,117","10,787,000","10,431,778","1.92K","-1.07%"
"2024-07-23","10,284,304","10,614,343","10,639,299","10,200,000","1.53K","-3.11%"
"2024-07-24","10,067,847","10,284,705","10,323,307","10,014,145","1.13K","-2.10%"
"2024-07-25","10,130,017","10,067,847","10,205,000","9,715,000","1.61K","0.62%"
"2024-07-26","10,447,160","10,130,017","10,488,614","10,118,116","1.30K","3.13%"
"2024-07-27","10,436,150","10,447,055","10,685,000","10,238,801","1.51K","-0.11%"
"2024-07-28","10,527,356","10,436,150","10,531,600","10,304,145","0.67K","0.87%"
"2024-07-29","10,289,525","10,525,800","10,777,000","10,250,000","2.17K","-2.26%"
"2024-07-30","10,119,525","10,289,525","10,399,922","10,018,002","1.35K","-1.65%"
"2024-07-31","9,692,633","10,119,525","10,184,874","9,674,509","1.97K","-4.22%"
"2024-08-01","9,765,087","9,692,905","9,817,617","9,328,857","2.10K","0.75%"
"2024-08-02","9,011,276","9,765,087","9,791,426","8,969,797","2.46K","-7.72%"
"2024-08-03","8,923,740","9,011,276","9,143,728","8,787,878","1.21K","-0.97%"
"2024-08-04","8,464,575","8,923,740","8,983,101","8,390,596","1.39K","-5.15%"
"2024-08-05","7,893,967","8,464,575","8,500,000","7,000,000","7.42K","-6.74%"
"2024-08-06","8,124,915","7,896,110","8,292,691","7,850,700","3.09K","2.93%"
"2024-08-07","8,070,763","8,124,915","8,519,088","7,985,055","2.71K","-0.67%"
"2024-08-08","9,130,961","8,070,763","9,250,000","7,981,213","2.55K","13.14%"
"2024-08-09","8,943,614","9,130,961","9,136,413","8,718,083","1.57K","-2.05%"
"2024-08-10","8,944,273","8,943,614","9,025,375","8,850,151","0.69K","0.01%"
"2024-08-11","8,636,938","8,944,273","9,070,000","8,550,333","1.13K","-3.44%"
"2024-08-12","8,741,322","8,636,938","8,977,000","8,487,397","1.41K","1.21%"
"2024-08-13","8,907,198","8,741,322","9,047,800","8,647,823","1.25K","1.90%"
"2024-08-14","8,668,372","8,907,198","9,078,000","8,630,497","1.24K","-2.68%"
"2024-08-15","8,602,408","8,668,372","8,930,175","8,400,600","1.54K","-0.76%"
"2024-08-16","8,698,961","8,602,408","8,840,000","8,520,000","0.97K","1.12%"
"2024-08-17","8,788,726","8,698,982","8,817,552","8,692,640","0.41K","1.03%"
"2024-08-18","8,661,158","8,788,726","8,907,200","8,658,219","0.68K","-1.45%"
"2024-08-19","8,740,880","8,661,158","8,761,443","8,480,000","1.05K","0.92%"
"2024-08-20","8,602,379","8,740,880","9,049,999","8,560,008","1.45K","-1.58%"
"2024-08-21","8,881,700","8,602,379","8,974,000","8,576,282","1.07K","3.25%"
"2024-08-22","8,847,856","8,881,700","8,992,690","8,702,480","0.83K","-0.38%"
"2024-08-23","9,263,362","8,847,856","9,393,939","8,837,269","1.61K","4.70%"
"2024-08-24","9,276,027","9,263,362","9,333,333","9,190,103","0.70K","0.14%"
"2024-08-25","9,254,583","9,277,031","9,350,049","9,220,500","0.69K","-0.23%"
"2024-08-26","9,098,214","9,254,583","9,285,344","9,089,560","0.87K","-1.69%"
"2024-08-27","8,592,112","9,098,213","9,179,847","8,388,604","1.49K","-5.56%"
"2024-08-28","8,547,962","8,590,226","8,734,675","8,386,821","1.25K","-0.51%"
"2024-08-29","8,637,601","8,547,962","8,900,000","8,538,612","0.91K","1.05%"
"2024-08-30","8,659,068","8,637,601","8,724,779","8,457,310","0.92K","0.25%"
"2024-08-31","8,636,977","8,659,068","8,703,581","8,604,308","0.23K","-0.26%"
"2024-09-01","8,406,040","8,636,977","8,654,000","8,385,000","0.87K","-2.67%"
"2024-09-02","8,691,389","8,406,040","8,745,780","8,378,084","0.80K","3.39%"
"2024-09-03","8,383,220","8,691,389","8,795,952","8,370,000","0.98K","-3.55%"
"2024-09-04","8,327,846","8,383,220","8,465,281","8,083,572","1.06K","-0.66%"
"2024-09-05","8,074,604","8,327,846","8,393,367","8,000,500","0.92K","-3.04%"
"2024-09-06","7,708,360","8,075,056","8,186,303","7,505,000","1.74K","-4.54%"
"2024-09-07","7,726,037","7,708,381","7,838,118","7,671,634","0.61K","0.23%"
"2024-09-08","7,831,878","7,726,037","7,884,853","7,648,000","0.59K","1.37%"
"2024-09-09","8,189,815","7,831,878","8,330,000","7,815,766","1.25K","4.57%"
"2024-09-10","8,212,073","8,189,815","8,270,000","8,064,100","0.93K","0.27%"
"2024-09-11","8,190,249","8,212,073","8,260,098","7,863,890","1.37K","-0.27%"
"2024-09-12","8,246,595","8,190,285","8,361,789","8,158,045","1.09K","0.69%"
"2024-09-13","8,537,506","8,246,595","8,555,772","8,125,000","1.02K","3.53%"
"2024-09-14","8,467,149","8,537,506","8,548,000","8,381,100","0.39K","-0.82%"
"2024-09-15","8,341,997","8,467,149","8,517,118","8,281,721","0.44K","-1.48%"
"2024-09-16","8,209,820","8,341,997","8,345,749","8,092,829","0.80K","-1.58%"
"2024-09-17","8,568,000","8,209,820","8,700,000","8,109,979","1.21K","4.36%"
"2024-09-18","8,827,223","8,568,000","8,836,978","8,413,201","1.30K","3.03%"
"2024-09-19","9,002,995","8,827,223","9,132,052","8,820,000","1.57K","1.99%"
"2024-09-20","9,103,959","9,002,995","9,208,871","8,920,000","1.05K","1.12%"
"2024-09-21","9,124,094","9,103,959","9,150,500","9,041,053","0.27K","0.22%"
"2024-09-22","9,155,003","9,124,094","9,203,652","8,969,001","0.50K","0.34%"
"2024-09-23","9,107,198","9,155,003","9,333,333","9,020,000","0.83K","-0.52%"
"2024-09-24","9,202,239","9,107,198","9,260,868","9,009,840","1.06K","1.04%"
"2024-09-25","9,152,607","9,202,239","9,298,000","9,119,262","0.66K","-0.54%"
"2024-09-26","9,466,105","9,152,607","9,534,775","9,093,564","1.19K","3.43%"
"2024-09-27","9,371,940","9,466,105","9,605,584","9,334,277","1.37K","-0.99%"
"2024-09-28","9,374,060","9,371,940","9,442,058","9,308,461","0.39K","0.02%"
"2024-09-29","9,377,946","9,374,060","9,400,000","9,320,000","0.29K","0.04%"
"2024-09-30","9,118,859","9,377,946","9,381,743","9,046,000","0.96K","-2.76%"
"2024-10-01","8,765,685","9,118,859","9,277,754","8,652,768","1.49K","-3.87%"
"2024-10-02","8,905,819","8,765,685","9,118,800","8,750,000","1.11K","1.60%"
"2024-10-03","8,935,519","8,905,819","9,047,931","8,800,005","0.87K","0.33%"
"2024-10-04","9,238,402","8,935,519","9,312,592","8,892,124","0.93K","3.39%"
"2024-10-05","9,245,944","9,238,500","9,286,235","9,177,734","0.30K","0.08%"
"2024-10-06","9,357,245","9,245,944","9,380,000","9,200,005","0.41K","1.20%"
"2024-10-07","9,229,155","9,357,245","9,556,789","9,202,815","1.06K","-1.37%"
"2024-10-08","9,218,168","9,229,155","9,380,537","9,178,797","0.70K","-0.12%"
"2024-10-09","9,059,346","9,218,168","9,317,638","9,017,847","0.67K","-1.72%"
"2024-10-10","8,980,072","9,059,346","9,151,173","8,771,944","0.98K","-0.88%"
"2024-10-11","9,321,120","8,980,072","9,457,025","8,932,604","1.03K","3.80%"
"2024-10-12","9,428,983","9,321,120","9,462,115","9,319,375","0.43K","1.16%"
"2024-10-13","9,389,867","9,428,983","9,438,912","9,258,118","0.50K","-0.41%"
"2024-10-14","9,882,117","9,394,012","9,940,000","9,322,618","1.37K","5.24%"
"2024-10-15","9,999,525","9,882,117","10,155,554","9,650,716","1.95K","1.19%"
"2024-10-16","10,127,503","9,999,525","10,221,273","9,957,111","1.28K","1.28%"
"2024-10-17","10,122,579","10,127,503","10,170,000","9,989,301","0.96K","-0.05%"
"2024-10-18","10,252,097","10,122,579","10,331,496","10,080,698","1.08K","1.28%"
"2024-10-19","10,238,550","10,255,972","10,288,217","10,178,748","0.42K","-0.13%"
"2024-10-20","10,334,731","10,238,550","10,370,341","10,192,251","0.63K","0.94%"
"2024-10-21","10,158,187","10,334,731","10,389,236","10,052,488","1.33K","-1.71%"
"2024-10-22","10,198,945","10,158,196","10,250,000","10,050,000","1.08K","0.40%"
"2024-10-23","10,185,579","10,198,945","10,259,000","9,956,308","1.19K","-0.13%"
"2024-10-24","10,358,585","10,185,579","10,448,370","10,151,137","1.20K","1.70%"
"2024-10-25","10,162,897","10,358,585","10,450,000","10,000,825","1.51K","-1.89%"
"2024-10-26","10,217,828","10,163,021","10,262,041","10,125,300","0.30K","0.54%"
"2024-10-27","10,397,370","10,217,828","10,429,790","10,195,799","0.52K","1.76%"
"2024-10-28","10,702,191","10,397,370","10,750,000","10,376,337","1.51K","2.93%"
"2024-10-29","11,145,982","10,702,199","11,285,300","10,663,300","2.13K","4.15%"
"2024-10-30","11,088,574","11,145,982","11,188,888","10,932,471","1.20K","-0.52%"
"2024-10-31","10,689,007","11,088,574","11,135,687","10,579,540","1.16K","-3.60%"
"2024-11-01","10,654,470","10,689,006","10,958,792","10,477,334","1.26K","-0.32%"
"2024-11-02","10,636,212","10,654,470","10,715,000","10,580,000","0.27K","-0.17%"
"2024-11-03","10,492,712","10,636,213","10,639,999","10,334,401","0.77K","-1.35%"
"2024-11-04","10,346,725","10,492,712","10,555,555","10,185,257","0.59K","-1.39%"
"2024-11-05","10,530,201","10,346,725","10,744,300","10,290,778","0.92K","1.77%"
"2024-11-06","11,670,030","10,530,201","11,807,000","10,516,600","3.68K","10.82%"
"2024-11-07","11,637,880","11,670,030","11,757,777","11,445,004","1.18K","-0.28%"
"2024-11-08","11,703,600","11,637,880","11,814,061","11,577,682","0.97K","0.56%"
"2024-11-09","11,716,715","11,703,600","11,753,500","11,591,400","0.49K","0.11%"
"2024-11-10","12,307,977","11,716,715","12,448,443","11,693,700","1.97K","5.05%"
"2024-11-11","13,653,261","12,307,982","13,818,910","12,297,997","2.68K","10.93%"
"2024-11-12","13,622,144","13,653,291","13,900,000","13,020,000","2.78K","-0.23%"
"2024-11-13","14,083,740","13,622,144","14,500,000","13,406,500","2.64K","3.39%"
"2024-11-14","13,691,254","14,083,740","14,319,999","13,589,000","2.07K","-2.79%"
"2024-11-15","14,042,642","13,691,254","14,168,888","13,631,620","1.56K","2.57%"
"2024-11-16","13,974,056","14,042,642","14,149,990","13,901,124","0.86K","-0.49%"
"2024-11-17","13,904,081","13,974,056","14,100,000","13,719,650","0.74K","-0.50%"
"2024-11-18","14,009,003","13,904,081","14,354,440","13,837,083","1.95K","0.75%"
"2024-11-19","14,322,000","14,009,003","14,540,000","13,985,200","1.76K","2.23%"
"2024-11-20","14,677,833","14,328,888","14,766,978","14,214,135","1.43K","2.48%"
"2024-11-21","15,195,295","14,677,833","15,300,000","14,623,203","2.50K","3.53%"
"2024-11-22","15,331,921","15,195,295","15,429,999","15,070,000","1.44K","0.90%"
"2024-11-23","15,147,492","15,331,921","15,337,799","15,090,000","0.55K","-1.20%"
"2024-11-24","15,115,502","15,147,492","15,277,960","14,756,379","1.05K","-0.21%"
"2024-11-25","14,373,792","15,119,994","15,322,310","14,217,000","1.67K","-4.91%"
"2024-11-26","14,098,888","14,373,789","14,675,000","13,923,956","1.71K","-1.91%"
"2024-11-27","14,556,492","14,098,888","14,749,145","14,050,000","1.11K","3.25%"
"2024-11-28","14,505,064","14,556,492","14,695,000","14,382,421","0.76K","-0.35%"
"2024-11-29","14,629,999","14,504,932","14,864,795","14,364,700","0.97K","0.86%"
"2024-11-30","14,468,396","14,628,590","14,630,000","14,421,233","0.53K","-1.10%"
"2024-12-01","14,560,801","14,468,396","14,650,000","14,369,984","0.44K","0.64%"
"2024-12-02","14,358,983","14,560,801","14,775,600","14,157,473","1.21K","-1.39%"
"2024-12-03","14,366,628","14,358,983","14,453,139","13,864,302","1.04K","0.05%"
"2024-12-04","14,845,928","14,366,545","14,927,790","14,243,000","1.48K","3.34%"
"2024-12-05","14,606,247","14,846,123","15,596,428","14,318,708","2.70K","-1.61%"
"2024-12-06","14,982,314","14,606,247","15,309,453","14,526,524","1.36K","2.57%"
"2024-12-07","14,997,862","14,982,314","15,099,998","14,874,687","0.35K","0.10%"
"2024-12-08","15,160,241","14,997,862","15,199,700","14,818,924","0.48K","1.08%"
"2024-12-09","14,754,096","15,160,241","15,165,000","14,309,829","1.71K","-2.68%"
"2024-12-10","14,672,320","14,747,138","14,919,999","14,340,000","1.54K","-0.55%"
"2024-12-11","15,385,298","14,672,320","15,530,000","14,535,001","1.50K","4.86%"
"2024-12-12","15,273,682","15,385,299","15,599,999","15,157,395","1.07K","-0.73%"
"2024-12-13","15,578,399","15,273,682","15,662,002","15,172,007","1.10K","2.00%"
"2024-12-14","15,586,717","15,578,399","15,780,000","15,465,895","0.63K","0.05%"
"2024-12-15","16,032,922","15,586,717","16,143,204","15,563,582","0.80K","2.86%"
"2024-12-16","16,358,615","16,032,922","16,626,530","15,939,212","1.67K","2.03%"
"2024-12-17","16,327,300","16,358,615","16,657,351","16,200,000","1.40K","-0.19%"
"2024-12-18","15,528,342","16,327,300","16,390,251","15,485,880","1.83K","-4.89%"
"2024-12-19","15,392,685","15,528,277","16,160,000","15,085,055","1.91K","-0.87%"
"2024-12-20","15,345,003","15,392,685","15,468,499","14,490,002","2.16K","-0.31%"
"2024-12-21","15,221,576","15,345,003","15,650,961","15,105,366","0.79K","-0.80%"
"2024-12-22","14,931,437","15,225,274","15,254,552","14,780,001","0.65K","-1.91%"
"2024-12-23","14,920,203","14,931,437","15,160,837","14,554,514","1.42K","-0.08%"
"2024-12-24","15,507,649","14,920,203","15,655,555","14,708,858","1.08K","3.94%"
"2024-12-25","15,614,660","15,507,649","15,650,000","15,360,000","0.77K","0.69%"
"2024-12-26","15,126,448","15,614,605","15,699,999","14,987,135","1.12K","-3.13%"
"2024-12-27","14,903,599","15,126,448","15,416,193","14,759,783","1.16K","-1.47%"
"2024-12-28","15,052,152","14,903,599","15,105,262","14,880,000","0.24K","1.00%"
"2024-12-29","14,789,686","15,052,152","15,052,152","14,670,000","0.39K","-1.74%"
"2024-12-30","14,568,223","14,789,686","14,928,800","14,338,636","0.91K","-1.50%"
"2024-12-31","14,730,000","14,568,223","15,087,000","14,400,000","0.94K","1.11%"
"2025-01-01","14,893,522","14,730,000","14,949,985","14,666,635","0.37K","1.11%"
"2025-01-02","15,269,076","14,899,182","15,416,640","14,850,000","0.84K","2.52%"
"2025-01-03","15,439,845","15,269,076","15,534,769","15,111,111","0.51K","1.12%"
"2025-01-04","15,440,000","15,439,845","15,511,551","15,343,752","0.46K","0.00%"
"2025-01-05","15,459,997","15,440,000","15,528,892","15,312,178","0.43K","0.13%"
"2025-01-06","16,134,861","15,459,997","16,145,858","15,425,948","1.19K","4.37%"
"2025-01-07","15,373,354","16,134,833","16,238,490","15,200,500","1.19K","-4.72%"
"2025-01-08","15,078,932","15,373,354","15,406,696","14,700,000","1.14K","-1.92%"
"2025-01-09","14,656,100","15,078,932","15,113,832","14,470,133","1.14K","-2.80%"
"2025-01-10","14,986,696","14,660,000","15,135,000","14,544,320","1.22K","2.26%"
"2025-01-11","14,946,800","14,986,696","15,011,068","14,835,900","0.30K","-0.27%"
"2025-01-12","14,936,185","14,946,800","15,068,289","14,805,001","0.27K","-0.07%"
"2025-01-13","14,893,054","14,936,185","15,158,780","14,100,000","1.28K","-0.29%"
"2025-01-14","15,278,596","14,893,054","15,403,150","14,857,837","1.17K","2.59%"
"2025-01-15","15,709,038","15,278,596","15,754,899","15,158,250","1.21K","2.82%"
"2025-01-16","15,552,545","15,709,038","15,761,019","15,214,300","1.19K","-1.00%"
"2025-01-17","16,266,713","15,557,021","16,555,364","15,531,755","1.78K","4.59%"
"2025-01-18","16,344,996","16,266,713","16,425,267","15,981,000","0.96K","0.48%"
"2025-01-19","15,857,556","16,344,996","16,630,000","15,606,600","1.57K","-2.98%"
"2025-01-20","15,919,213","15,857,556","17,057,184","15,572,596","3.29K","0.39%"
"2025-01-21","16,541,838","15,919,246","16,685,404","15,631,442","1.83K","3.91%"
"2025-01-22","16,255,916","16,541,838","16,555,825","16,200,080","0.93K","-1.73%"
"2025-01-23","16,254,449","16,255,916","16,700,000","15,874,003","1.83K","-0.01%"
"2025-01-24","16,372,294","16,254,449","16,680,000","16,090,161","1.09K","0.73%"
"2025-01-25","16,365,352","16,372,294","16,446,899","16,278,496","0.42K","-0.04%"
"2025-01-26","16,017,174","16,365,352","16,458,888","16,000,000","0.49K","-2.13%"
"2025-01-27","15,860,769","16,017,010","16,127,995","15,168,445","2.12K","-0.98%"
"2025-01-28","15,805,808","15,860,726","16,164,668","15,596,922","1.16K","-0.35%"
"2025-01-29","16,129,988","15,805,808","16,310,091","15,788,888","1.20K","2.05%"
"2025-01-30","16,171,635","16,129,988","16,405,000","16,029,416","0.85K","0.26%"
"2025-01-31","15,939,262","16,171,635","16,395,001","15,780,000","0.98K","-1.44%"
"2025-02-01","15,644,276","15,939,262","15,985,555","15,584,832","0.78K","-1.85%"
"2025-02-02","15,220,023","15,644,276","15,788,750","14,954,800","1.34K","-2.71%"
"2025-02-03","15,774,808","15,220,023","15,880,668","14,310,385","2.83K","3.65%"
"2025-02-04","15,118,890","15,774,808","15,826,597","14,865,547","1.65K","-4.16%"
"2025-02-05","14,783,999","15,120,552","15,243,467","14,708,565","0.88K","-2.22%"
"2025-02-06","14,639,496","14,783,999","15,169,100","14,520,010","1.01K","-0.98%"
"2025-02-07","14,666,969","14,635,198","15,233,161","14,510,000","1.18K","0.19%"
"2025-02-08","14,639,692","14,659,465","14,704,000","14,521,643","0.38K","-0.19%"
"2025-02-09","14,687,528","14,639,685","14,771,663","14,384,908","0.71K","0.33%"
"2025-02-10","14,828,107","14,687,528","14,975,133","14,519,626","0.96K","0.96%"
"2025-02-11","14,664,711","14,827,500","14,999,958","14,481,300","0.71K","-1.10%"
"2025-02-12","15,101,571","14,666,220","15,148,780","14,552,537","1.09K","2.98%"
"2025-02-13","14,818,100","15,100,843","15,148,764","14,600,000","1.23K","-1.88%"
"2025-02-14","14,878,310","14,818,100","15,079,679","14,700,000","0.90K","0.41%"
"2025-02-15","14,901,060","14,878,310","14,950,000","14,840,300","0.28K","0.15%"
"2025-02-16","14,657,488","14,901,060","14,917,667","14,656,397","0.39K","-1.63%"
"2025-02-17","14,541,337","14,657,488","14,729,999","14,450,001","0.55K","-0.79%"
"2025-02-18","14,542,764","14,541,337","14,690,937","14,218,100","0.78K","0.01%"
"2025-02-19","14,647,963","14,540,206","14,685,780","14,460,000","0.67K","0.72%"
"2025-02-20","14,731,119","14,647,963","14,818,400","14,519,801","0.69K","0.57%"
"2025-02-21","14,410,029","14,731,119","15,000,770","14,171,300","1.16K","-2.18%"
"2025-02-22","14,438,235","14,410,029","14,517,057","14,350,000","0.23K","0.20%"
"2025-02-23","14,412,421","14,438,235","14,456,841","14,232,630","0.24K","-0.18%"
"2025-02-24","13,742,725","14,412,421","14,440,854","13,706,908","0.83K","-4.65%"
"2025-02-25","13,217,946","13,742,725","13,894,365","12,816,176","2.16K","-3.82%"
"2025-02-26","12,531,514","13,220,149","13,371,347","12,221,984","1.61K","-5.19%"
"2025-02-27","12,715,925","12,526,952","13,065,149","12,382,410","1.70K","1.47%"
"2025-02-28","12,702,441","12,719,433","12,800,000","11,810,835","2.29K","-0.11%"
"2025-03-01","12,987,782","12,701,561","13,062,588","12,632,312","0.77K","2.25%"
"2025-03-02","14,244,319","12,987,782","14,339,299","12,829,001","1.37K","9.67%"
"2025-03-03","12,924,071","14,244,319","14,263,884","12,737,927","2.77K","-9.27%"
"2025-03-04","13,100,915","12,926,077","13,361,285","12,122,325","2.23K","1.37%"
"2025-03-05","13,529,718","13,103,249","13,615,000","12,962,547","1.43K","3.27%"
"2025-03-06","13,372,101","13,524,877","13,880,700","13,004,612","1.58K","-1.16%"
"2025-03-07","12,870,050","13,372,101","13,525,099","12,575,734","1.84K","-3.75%"
"2025-03-08","12,775,780","12,869,281","12,893,206","12,649,936","0.37K","-0.73%"
"2025-03-09","11,943,500","12,776,094","12,819,796","11,837,312","0.80K","-6.51%"
"2025-03-10","11,572,809","11,944,016","12,383,584","11,450,001","1.61K","-3.10%"
"2025-03-11","12,309,997","11,588,965","12,386,573","11,248,494","1.49K","6.37%"
"2025-03-12","12,444,908","12,309,997","12,600,000","11,991,381","1.49K","1.10%"
"2025-03-13","12,034,297","12,444,908","12,529,897","11,831,379","0.99K","-3.30%"
"2025-03-14","12,510,716","12,034,297","12,707,596","11,983,100","0.98K","3.96%"
"2025-03-15","12,574,174","12,510,005","12,629,896","12,472,303","0.26K","0.51%"
"2025-03-16","12,311,406","12,574,174","12,661,808","12,219,125","0.47K","-2.09%"
"2025-03-17","12,581,621","12,318,489","12,670,874","12,300,220","0.70K","2.19%"
"2025-03-18","12,385,700","12,581,621","12,584,687","12,137,238","1.14K","-1.56%"
"2025-03-19","12,924,371","12,384,402","12,944,850","12,360,000","1.31K","4.35%"
"2025-03-20","12,530,327","12,914,273","12,995,000","12,459,101","0.76K","-3.05%"
"2025-03-21","12,560,399","12,529,858","12,691,876","12,400,148","0.91K","0.24%"
"2025-03-22","12,527,127","12,560,399","12,625,000","12,504,244","0.14K","-0.26%"
"2025-03-23","12,893,672","12,527,127","12,893,672","12,524,457","0.30K","2.93%"
"2025-03-24","13,211,346","12,893,357","13,354,596","12,831,091","1.22K","2.46%"
"2025-03-25","13,128,878","13,209,254","13,284,493","13,023,579","0.91K","-0.62%"
"2025-03-26","13,100,099","13,129,193","13,304,697","12,936,691","0.96K","-0.22%"
"2025-03-27","13,173,098","13,105,478","13,259,396","12,942,499","0.81K","0.56%"
"2025-03-28","12,666,494","13,173,098","13,217,650","12,546,989","1.03K","-3.85%"
"2025-03-29","12,400,299","12,666,494","12,693,130","12,245,305","0.40K","-2.10%"
"2025-03-30","12,336,529","12,395,011","12,530,000","12,225,816","0.34K","-0.51%"
"2025-03-31","12,398,647","12,342,458","12,581,030","12,138,169","0.97K","0.50%"
"2025-04-01","12,775,000","12,395,198","12,821,705","12,323,044","1.08K","3.04%"
"2025-04-02","12,219,998","12,775,000","13,293,522","12,201,832","1.41K","-4.34%"
